지역,아파트,면적,층,가격
강원특별자치도 원주시 관설동,청솔5차,59.85,14,11500
강원특별자치도 원주시 관설동,청솔6차,59.85,11,10800
강원특별자치도 원주시 관설동,청솔8차,59.85,5,11900
강원특별자치도 원주시 관설동,청솔8차,59.85,10,11050
강원특별자치도 원주시 관설동,청솔8차,59.85,1,11400
강원특별자치도 원주시 관설동,청솔8차,59.85,14,11000
강원특별자치도 원주시 관설동,청솔8차,59.85,1,10000
강원특별자치도 원주시 관설동,청솔8차,59.85,13,11900
강원특별자치도 원주시 관설동,청솔8차,59.85,7,11000
강원특별자치도 원주시 관설동,현진에버빌4차,84.976,8,23500
강원특별자치도 원주시 단계동,단계롯데,76.54,13,14900
강원특별자치도 원주시 단계동,단계삼익,84.75,2,20000
강원특별자치도 원주시 단계동,단계은행,49.8,8,8700
강원특별자치도 원주시 단계동,단계은행,49.8,6,8200
강원특별자치도 원주시 단계동,단계이안1단지,119.04,15,31700
강원특별자치도 원주시 단계동,단계이안1단지,100.52,13,25900
강원특별자치도 원주시 단계동,단계이안2단지,84.93,6,21000
강원특별자치도 원주시 단계동,단계주공,54.77,4,13700
강원특별자치도 원주시 단계동,단계주공,54.77,5,13200
강원특별자치도 원주시 단계동,단계주공,54.77,5,13650
강원특별자치도 원주시 단계동,단계주공,54.12,3,13700
강원특별자치도 원주시 단계동,단계주공,54.12,5,13600
강원특별자치도 원주시 단계동,단계주공,65.99,4,15900
강원특별자치도 원주시 단계동,단계주공,54.77,5,13900
강원특별자치도 원주시 단계동,단계주공,65.2,5,17000
강원특별자치도 원주시 단계동,단계주공,47.57,1,12500
강원특별자치도 원주시 단계동,단계주공,65.2,3,18500
강원특별자치도 원주시 단계동,단계주공,65.2,2,16500
강원특별자치도 원주시 단계동,단계주공,47.57,1,12500
강원특별자치도 원주시 단계동,단계주공,54.12,2,13500
강원특별자치도 원주시 단계동,단계주공,65.2,5,18500
강원특별자치도 원주시 단계동,단계주공,65.99,5,16100
강원특별자치도 원주시 단계동,단계주공,65.2,1,16100
강원특별자치도 원주시 단계동,단계주공,65.2,5,18500
강원특별자치도 원주시 단계동,단계주공,65.2,1,15900
강원특별자치도 원주시 단계동,단계주공,65.99,3,18500
강원특별자치도 원주시 단계동,단계주공,54.12,4,13700
강원특별자치도 원주시 단계동,단계주공,65.99,5,15900
강원특별자치도 원주시 단계동,단계주공,54.12,5,13900
강원특별자치도 원주시 단계동,단계주공,47.57,1,13000
강원특별자치도 원주시 단계동,단계주공,65.2,3,18500
강원특별자치도 원주시 단계동,단계주공,54.12,5,14000
강원특별자치도 원주시 단계동,단계주공,65.2,4,16500
강원특별자치도 원주시 단계동,단계주공,54.12,1,14000
강원특별자치도 원주시 단계동,단계주공,54.12,5,12000
강원특별자치도 원주시 단계동,벽산,124.05,8,20000
강원특별자치도 원주시 단계동,봉화산e-편한세상,84.98,6,30000
강원특별자치도 원주시 단계동,봉화산벨라시티,59.9847,19,26800
강원특별자치도 원주시 단계동,봉화산벨라시티,59.9031,8,24000
강원특별자치도 원주시 단계동,봉화산벨라시티,74.6711,6,31000
강원특별자치도 원주시 단계동,세경3차,59.76,9,11400
강원특별자치도 원주시 단계동,세경3차,59.76,8,11000
강원특별자치도 원주시 단계동,원주봉화산벨라시티2차아파트,84.9794,17,40000
강원특별자치도 원주시 단계동,원주봉화산벨라시티2차아파트,74.901,18,34000
강원특별자치도 원주시 단계동,원주봉화산벨라시티2차아파트,84.9794,18,36000
강원특별자치도 원주시 단계동,원주봉화산벨라시티3차아파트,84.9905,1,34500
강원특별자치도 원주시 단계동,원주봉화산벨라시티3차아파트,59.9055,18,24500
강원특별자치도 원주시 단계동,원주봉화산벨라시티3차아파트,84.9905,3,34000
강원특별자치도 원주시 단계동,원주봉화산푸르지오,60.8496,18,26000
강원특별자치도 원주시 단계동,원주봉화산푸르지오,60.8496,4,25300
강원특별자치도 원주시 단계동,원주봉화산푸르지오,60.8496,20,21000
강원특별자치도 원주시 단계동,장미,59.93,1,11400
강원특별자치도 원주시 단계동,장미,59.67,6,13500
강원특별자치도 원주시 단계동,현대3차,75.93,8,12200
강원특별자치도 원주시 단계동,현진,84.74,15,18200
강원특별자치도 원주시 단구동,노빌리티타워골드,146.98,19,30000
강원특별자치도 원주시 단구동,노빌리티타워골드,103.45,22,25100
강원특별자치도 원주시 단구동,단구동한신더휴,84.9035,7,37000
강원특별자치도 원주시 단구동,단구동한신더휴,59.9376,9,27200
강원특별자치도 원주시 단구동,대림,59.901,14,15200
강원특별자치도 원주시 단구동,대림,59.903,12,16600
강원특별자치도 원주시 단구동,대흥,67.38,5,11500
강원특별자치도 원주시 단구동,동보렉스5,62.97,8,10000
강원특별자치도 원주시 단구동,성일,55.585,3,10700
강원특별자치도 원주시 단구동,성일,59.55,1,12000
강원특별자치도 원주시 단구동,세경5차임대,59.95,14,9500
강원특별자치도 원주시 단구동,세경5차임대,59.95,12,7380
강원특별자치도 원주시 단구동,세경웰러스,84.7396,3,17000
강원특별자치도 원주시 단구동,세경웰러스,84.7396,5,17500
강원특별자치도 원주시 단구동,세경웰러스,84.7396,15,20900
강원특별자치도 원주시 단구동,신성미소지움,59.729,8,20000
강원특별자치도 원주시 단구동,신성미소지움,84.974,1,20000
강원특별자치도 원주시 단구동,원주단구내안애카운티에듀파크1단지,84.9024,16,32800
강원특별자치도 원주시 단구동,원주단구내안애카운티에듀파크1단지,84.9317,2,27000
강원특별자치도 원주시 단구동,원주단구내안애카운티에듀파크1단지,84.9317,11,32800
강원특별자치도 원주시 단구동,원주단구내안애카운티에듀파크1단지,84.9317,14,35000
강원특별자치도 원주시 단구동,원주단구내안애카운티에듀파크1단지,84.9317,2,31000
강원특별자치도 원주시 단구동,원주단구내안애카운티에듀파크1단지,84.9317,17,33800
강원특별자치도 원주시 단구동,원주단구내안애카운티에듀파크1단지,84.9317,2,29500
강원특별자치도 원주시 단구동,원주단구내안애카운티에듀파크2단지,84.9024,6,32000
강원특별자치도 원주시 단구동,원주단구내안애카운티에듀파크2단지,84.9317,8,34500
강원특별자치도 원주시 단구동,원흥4,66.57,19,9500
강원특별자치도 원주시 단구동,유승,84.4687,15,20000
강원특별자치도 원주시 단구동,유승,84.4687,10,21800
강원특별자치도 원주시 단구동,청솔1차(1589-2),58.65,14,11000
강원특별자치도 원주시 단구동,청솔2차,58.65,14,13000
강원특별자치도 원주시 단구동,청솔4차,58.65,2,9500
강원특별자치도 원주시 단구동,청솔4차,58.65,2,9900
강원특별자치도 원주시 단구동,청솔7차,59.85,15,12700
강원특별자치도 원주시 단구동,한신휴플러스2차아파트,84.98,10,26000
강원특별자치도 원주시 단구동,한신휴플러스2차아파트,127.865,15,30500
강원특별자치도 원주시 단구동,현대1,59.84,3,13000
강원특별자치도 원주시 단구동,현대1,59.84,13,17200
강원특별자치도 원주시 단구동,현대1,59.84,5,16000
강원특별자치도 원주시 단구동,현대1,59.84,14,14700
강원특별자치도 원주시 단구동,현대1,59.84,10,14900
강원특별자치도 원주시 단구동,현진에버빌,74.76,14,19300
강원특별자치도 원주시 단구동,현진에버빌2,59.761,1,16000
강원특별자치도 원주시 명륜동,구곡청구2단지,84.79,12,16800
강원특별자치도 원주시 명륜동,구곡청구2단지,84.79,7,19700
강원특별자치도 원주시 명륜동,단구1단지,39.63,5,9500
강원특별자치도 원주시 명륜동,단구1단지,25.14,1,6500
강원특별자치도 원주시 명륜동,단구1단지,32.43,4,8000
강원특별자치도 원주시 명륜동,단구1단지,32.43,4,9000
강원특별자치도 원주시 명륜동,단구1단지,32.43,4,9000
강원특별자치도 원주시 명륜동,단구2단지,46.68,4,12200
강원특별자치도 원주시 명륜동,단구2단지,46.68,3,14500
강원특별자치도 원주시 명륜동,더샵원주센트럴파크2단지,84.9836,28,46000
강원특별자치도 원주시 명륜동,더샵원주센트럴파크2단지,84.9836,28,46000
강원특별자치도 원주시 명륜동,더샵원주센트럴파크2단지,84.9836,24,46000
강원특별자치도 원주시 명륜동,더샵원주센트럴파크2단지,84.9836,18,45200
강원특별자치도 원주시 명륜동,더샵원주센트럴파크2단지,84.9836,26,46700
강원특별자치도 원주시 명륜동,더샵원주센트럴파크2단지,84.9836,20,45000
강원특별자치도 원주시 명륜동,더샵원주센트럴파크2단지,84.9836,24,45600
강원특별자치도 원주시 명륜동,더샵원주센트럴파크2단지,84.9836,4,43900
강원특별자치도 원주시 명륜동,더샵원주센트럴파크2단지,101.8617,4,50800
강원특별자치도 원주시 명륜동,더샵원주센트럴파크3단지,59.923,16,29600
강원특별자치도 원주시 명륜동,더샵원주센트럴파크3단지,59.923,11,28400
강원특별자치도 원주시 명륜동,더샵원주센트럴파크3단지,59.9678,25,28000
강원특별자치도 원주시 명륜동,동보노빌리티1,84.784,6,21000
강원특별자치도 원주시 명륜동,동성,84.88,8,13700
강원특별자치도 원주시 명륜동,동현맨션,74.25,1,8400
강원특별자치도 원주시 명륜동,성원,84.93,17,19800
강원특별자치도 원주시 명륜동,성원,59.99,18,15000
강원특별자치도 원주시 명륜동,성원,114.93,1,25900
강원특별자치도 원주시 명륜동,한솔솔파크,84.917,5,26000
강원특별자치도 원주시 명륜동,한솔솔파크,125.774,10,36850
강원특별자치도 원주시 명륜동,행운,49.94,1,8900
강원특별자치도 원주시 명륜동,행운,38.64,8,6700
강원특별자치도 원주시 명륜동,현대1,127.13,3,19000
강원특별자치도 원주시 명륜동,현진에버빌3차,85.107,5,22000
강원특별자치도 원주시 무실동,더샵원주센트럴파크1단지,59.9678,10,37000
강원특별자치도 원주시 무실동,더샵원주센트럴파크1단지,84.9836,5,44500
강원특별자치도 원주시 무실동,더샵원주센트럴파크1단지,84.9836,7,46500
강원특별자치도 원주시 무실동,더샵원주센트럴파크1단지,59.9678,4,32300
강원특별자치도 원주시 무실동,더샵원주센트럴파크1단지,59.9678,17,34500
강원특별자치도 원주시 무실동,더샵원주센트럴파크1단지,59.9678,16,34800
강원특별자치도 원주시 무실동,더샵원주센트럴파크1단지,84.9836,8,52200
강원특별자치도 원주시 무실동,더샵원주센트럴파크1단지,84.9768,24,51500
강원특별자치도 원주시 무실동,더샵원주센트럴파크1단지,84.9768,19,52300
강원특별자치도 원주시 무실동,더샵원주센트럴파크1단지,59.9678,5,34500
강원특별자치도 원주시 무실동,더샵원주센트럴파크1단지,59.923,21,34000
강원특별자치도 원주시 무실동,더샵원주센트럴파크1단지,59.9678,18,34600
강원특별자치도 원주시 무실동,더샵원주센트럴파크1단지,84.9836,12,45000
강원특별자치도 원주시 무실동,더샵원주센트럴파크1단지,84.9836,1,43000
강원특별자치도 원주시 무실동,더샵원주센트럴파크1단지,59.9678,16,34000
강원특별자치도 원주시 무실동,더샵원주센트럴파크1단지,59.9678,16,34000
강원특별자치도 원주시 무실동,더샵원주센트럴파크4단지,84.7394,5,51500
강원특별자치도 원주시 무실동,무실e-편한세상,153.7215,4,54000
강원특별자치도 원주시 무실동,무실우미린,75.3028,1,30000
강원특별자치도 원주시 무실동,무실우미린,75.3028,1,30000
강원특별자치도 원주시 무실동,무실우미린,84.9109,5,42900
강원특별자치도 원주시 무실동,무실우미린,75.3028,17,39300
강원특별자치도 원주시 무실동,무실주공3단지,36.04,12,11800
강원특별자치도 원주시 무실동,무실주공3단지,59.92,12,20700
강원특별자치도 원주시 무실동,무실주공3단지,59.92,18,19800
강원특별자치도 원주시 무실동,무실주공3단지,59.92,20,21000
강원특별자치도 원주시 무실동,무실주공3단지,36.04,3,13150
강원특별자치도 원주시 무실동,무실주공4단지,75.66,10,22500
강원특별자치도 원주시 무실동,무실주공4단지,84.52,10,24300
강원특별자치도 원주시 무실동,무실주공4단지,84.52,11,25500
강원특별자치도 원주시 무실동,사랑으로부영,59.9381,13,22650
강원특별자치도 원주시 무실동,요진보네르카운티,86.69,17,34500
강원특별자치도 원주시 무실동,요진보네르카운티,86.69,17,34500
강원특별자치도 원주시 무실동,요진보네르카운티,86.69,15,32000
강원특별자치도 원주시 무실동,요진보네르카운티,117.17,1,34000
강원특별자치도 원주시 무실동,요진보네르카운티,117.38,6,36100
강원특별자치도 원주시 무실동,요진보네르카운티,86.69,10,32500
강원특별자치도 원주시 무실동,요진보네르카운티,86.69,10,32500
강원특별자치도 원주시 무실동,원주무실6단지휴먼시아,84.95,7,28700
